Cognitive Distortion,Generative.Methods,Related Sentence,Generative.Model
부정적 편향,일반,"[여자/15세]
---
공부에 열정을 가졌지만, 점점 싫증이 나고 있어요. 선생님들의 잦은 꾸중에 자존감이 떨어지고, 가족들도 저를 이해해주지 않아 답답해요. 이제는 모든 게 귀찮고 의미 없게 느껴져요.",CLAUDE
부정적 편향,추가,"[여자/18]  
---  
수능이 끝났는데, 친구들이랑 즐거운 시간을 보낼 수 있을까? 어차피 그동안의 병원 생활 때문에 나를 좋아하는 친구들도 이제 잊어버렸을 거야. 모두가 나를 싫어할 거라는 생각만 들어.",GPT
부정적 편향,추가,"[여자/17세]
---
수학 시험 결과가 나왔다. 80점. 친구들은 다 잘 봤다는데, 내 점수만 눈에 들어온다.  칭찬은 무시하고, 틀린 문제만 생각난다.  다른 과목도 망칠 것 같아.  나는 아무것도 잘하는 게 없어.  결국 나는 실패할 거야.
",Gemini
부정적 편향,추가,"[여자/15세]
--- 
 내 친구들은 나를 이해하지 못해. 아무도 내 고민을 들어주지 않아. 부모님도 나를 챙겨주지 않으시고, 선생님도 관심이 없어 보여. 혼자 힘든 시간을 보내고 있어.",Claude
부정적 편향,추가,"[남자/15세]
---
친구랑 싸웠어. 내가 잘못했지만, 애들이 계속 놀리니까 미안한 마음도 사라졌어.  화해하고 싶은데, 걔가 먼저 사과했는데도 다 헛된 것 같아.  내가 너무 나쁜 놈이 된 기분이야. 아무도 날 이해 못 할 거 같아.  
",Gemini
부정적 편향,일반,"[여자/16세]
---
친구가 정말 싫어요. 행동 하나하나가 다 짜증나고, 같이 있는 것도 괴로워요. 내가 왜 이러는지 모르겠어요. 긍정적으로 생각하려 노력했지만 계속 실패해요. 서로에게 상처를 주는 게 두려워 점점 멀어져야 할 것 같아요.",CLAUDE
부정적 편향,추가,"[여자/15세]
---
방학 숙제를 끝내지 못한 나는 앞으로 어떤 일이 벌어질지 걱정돼. 만화가가 되고 싶지만 그냥 순정만화나 그릴 수 있는 평범한 사람일 뿐이야. 다른 유명한 만화가들은 나와는 달리 모든 게 잘되는 것 같아.",Claude
부정적 편향,추가,"[여자/17세]
---
방금 친구들이 저를 무시하는 것 같아요. 앞으로 모두가 저를 막 대하게 될 거라고 생각됩니다. 그래서 앞으로 아무도 저랑 어울리고 싶어 하지 않을 것 같아요. 이제 혼자 있어야겠어요.",Claude
부정적 편향,추가,"[여자/16세]
--- 
진로 고민에 결국 아무것도 할 수 없을 것 같아요. 직업적성검사를 해봐도 별로 와닿지 않고, 엉망인 내신 때문에 좋은 학교에 갈 수 없을 거예요. 뭔가 잘 할 수 있는 게 없어서 자기소개서도 쓸 게 없네요.",Claude
부정적 편향,추가,"[여자/15세]
---
요즘 아무 이유 없이 계속 우울하고 힘들어요. 친구들이 날 좋아해줄 리가 없어 보이고, 엄마도 나를 이해하지 못하시는 것 같아요. 진짜 이렇게 살아갈 순 없을 것 같아요.",Claude
부정적 편향,추가,"[여자/17]  
---  
기숙사에서 함께 지내는 룸메이트들은 괜찮은데, 자습시간이 자꾸 바뀌니 정말 짜증나. 이런 규율 때문에 잘 지내는 친구들도 함께 불편한 것 같아. 결국 나는 혼자만 힘든 걸까?",GPT
부정적 편향,일반,"[여자/14세]
---
우리 학교 남자애들은 너무 못생기고 성격도 별로라 눈살이 찌푸려진다. 일반학교 남자애들은 훨씬 잘생겼고 사회성도 있어 보이지만, 학교에 올까 말까 하다 결국 포기했다. 솔로인 내게 친구들의 연애는 짜증 나기만 하다.",CLAUDE
부정적 편향,추가,"[여자/16세]
---
걔 때문에 학교 가는 게 지옥이야.  내가 실수하면 엄청나게 웃어대고,  잘하면 운이 좋았다고 무시해.  내 모든 행동이 다 걔 눈에는 짜증나고 쓸모없는 것처럼 보여.  숨 막혀,  살고 싶지 않아.  다 내 잘못인 것 같아.
",Gemini
부정적 편향,추가,"[여자/15세]
---
친구 채림이가 갑자기 절교를 했어요. 한번 잘못해 가깝게 지냈던 사람도 멀어질 수 있다니 정말 무서워요. 엄마가 다른 친구 사귀라고 하시지만 저에게 채림이만큼 좋은 친구는 없을 것 같아요. 학교에서도 마음편히 지낼 수 없게 됐네요.",Claude
부정적 편향,추가,"[여자/16세]
---
전학을 가야 하는데 새로운 친구를 사귈 수 있을까 걱정돼. 괜찮은 첫 인상을 남기지 못할까봐 겁이 나고, 내가 왜 이렇게 성격이 내성적이지 모르겠어. 도저히 친구를 사귈 수 없을 거 같아 절망적이야.",Claude
부정적 편향,추가,"[여자/16세]
---
카톡하고 문자 보내는 게 귀찮아. 놀러 다니는 것도 귀찮아. 친구가 계속 나를 밖으로 내보내지만, 난 그게 정말 싫어. 세세한 것에 금방 짜증이 나서 친구들과 잘 지내기 힘들어.",Claude
성급한 판단,일반,"[여자/16세]
---
새로운 반 친구와 첫 대화를 나누려다 그가 나를 싫어할까 걱정돼서 말을 꺼내지 못했어요. 또 선생님께 질문하고 싶지만 내가 어리석게 보일까 걱정돼서 참았죠. 대인관계가 너무 두려워요.",CLAUDE
성급한 판단,일반,"[여자/16세]  
---  
친구들과의 점심시간, 예전처럼 내가 먼저 말하지 않자 그녀가 나를 피하는 것 같아 불안해졌다. 나도 모르게 ""혹시 나를 싫어하나?""라는 생각이 스쳐 지나갔다. 불안해지는 마음이 싫다.",GPT
성급한 판단,일반,"[남자/15세]  
---  
3개월간 친구들과 함께 체육관에서 축구를 즐기고 있는데, 나만 몸이 느리게 부풀어 오르는 것 같아. 키도 176인데, 정말 180이 될 수 있을지 의심이 들어. 발전이 없어 보이니 답답하다.",GPT
성급한 판단,일반,"[여자/14]  
---  
오늘 국어 수업 중 시를 읽고 있었는데, 감정이 북받쳐 눈물이 났어요. 그때 친구가 웃으며 '중2병'이라며 놀려대더라고요. 나도 그런 병에 걸린 건 아닐까, 괜히 불안해졌어요.",GPT
성급한 판단,일반,"[여자/15세]
---
매번 시험기간만 되면 내 주위가 다 변해버릴까 봐 걱정돼요. 친구들과 멀어지고 선생님이 바뀌면 어떡하지? 이런 걱정에 시험공부에 집중할 수가 없어요. 그때마다 밥맛도 떨어지고 눈물이 나요.",CLAUDE
성급한 판단,일반,"[여자/16세]
---
일주일 만에 학교에 갔더니, 친구들이 나를 피하는 것 같았다.  내가 뭘 잘못했나,  다들 나를 싫어하게 된 건가 싶어 불안해졌다.  아무 말도 못하고  혼자 점심을 먹었다.  내가 뭔가 잘못한 게 분명해.  다시는 친구들에게 말을 걸지 않아야겠다.
",GEMINI
성급한 판단,일반,"[여자/15세]
---
인스타에서 친구들이 갑자기 나를 차단하고 맞팔도 끊어버렸어. 내가 무엇을 잘못했나? 아마도 나를 싫어하는 거겠지. 반에서도 무시당하고 욕먹는데 학폭위에 가도 소용없을 것 같아.",CLAUDE
성급한 판단,일반,"[남자/17]  
---  
나는 친구들에게 이상한 말로 오해받고 있어. 단순히 물어본 걸 가지고 변태로 찍힌 것 같아. 아무리 설명해도 믿어줄 것 같지 않아. 이제 어떻게 해결해야 할지 막막해.",GPT
성급한 판단,일반,"[여자/16세]
---
독서실에서 옆자리 남자애가 계속 쳐다봐.  내가 뭘 잘못했나?  혹시 내 모습이 웃겨서 그러는 걸까?  아니면…  나 싫어하는 건가?  내가 뭘 잘못했는지 모르겠어.  괜히 왔어.
",GEMINI
성급한 판단,일반,"[여자/16세]
---
친구 수진이가 요즘 나랑 멀어진 것 같아.  내가 먼저 톡을 보내도 답장이 늦거나,  약속도 자꾸 취소해.  아마 내가 실수한 게 있어서 그런 거겠지.  다른 애들이랑 더 친해진 걸 보니 확실해.  내가 싫어진 거야.
",GEMINI
성급한 판단,일반,"[여자/15세]  
---  
시험 성적이 좋지 않아서 심리학과에 갈 수 있을지 고민이 커요. 친구들이 영어 실력이 중요하다고 하니, 제가 부족한 게 더욱 두렵고, 갈 수 없을 것 같아서 포기하고 싶어져요.",GPT
성급한 판단,일반,"[여자/16세]
---
점심시간, 친구 수진이가 내 얘길 했나 봐.  내가 뭘 잘못했나 싶어 불안해.  읽씹 당했어. 아무래도 나 싫어하는 거 같아.  수진이가 걔랑 친하니까, 내 험담을 했겠지.  다들 나 싫어하는 걸까?
",GEMINI
성급한 판단,일반,"[여자/16세]
---
중간고사 끝나자마자 전화가 왔어. 갑자기 할 말이 상대방 점수뿐이더라. 왜 이렇게 빨리 연락이 끊어졌는지, 내가 뭘 잘못했는지 생각하면 화가 나. 도대체 그 사람 마음이 어떤 건지 모르겠어.",CLAUDE
성급한 판단,일반,"[여자/16세]
---
소현이가 며칠째 답장을 안 해.  내가 먼저 연락했는데도.  아마 나랑 더 이상 놀기 싫어진 거겠지.  내가 뭘 잘못했나 계속 생각하게 돼.  소현이는 원래 이렇게 답장이 늦지 않았는데….  내가 싫어진 거 같아.  다시는 연락 안 해야겠어.
",GEMINI
성급한 판단,일반,"[여자/16세]  
---  
그 오빠와의 카톡이 늘 고민이야. 답장 기다리며 괜히 기분 나빠지고, 전여친 생각하면 불안해져. 그러다 결국 보내지 못해. 그냥 나 같은 존재 귀찮게 생각할까 봐 두려워서.",GPT
성급한 판단,일반,"[여자/16세]  
---  
학교 앞에서 친구들과 대화 중, 내 점이 자꾸 떠오른다. 누가 내 외모를 비웃을까 두려워. 엄마에게 이야기했으나 ""뺄 수 있지 않냐?""고만 하시니, 다시 말하기가 쑥스럽고 답답하다.",GPT
성급한 판단,일반,"[여자/15]  
---  
서로 오해를 풀며 즐거운 시간을 보내고 있는데, 갑자기 엄마가 나타나서 울며 걱정했다는 말을 하니 친구도 당황한 것 같아요. 정말 창피해요. 친구가 나를 어떻게 생각할지 걱정돼요.",GPT
성급한 판단,일반,"[남자/15]  
---  
수업 중 진로 얘기가 나왔어요. 친구들은 다 명확한 목표가 있는 듯한데, 저는 미술과 체육 사이에서 고민 중이에요. 내신이 그렇게 좋지 않아서, 어떤 직업도 무리겠죠. 걱정이 가득해요.",GPT
성급한 판단,일반,"[여자/17세]
---
헤어진 전남친의 친구들이 계속 나를 피하는 것 같아. 그들이 왜 그러는지 이해할 수 없어. 어떤 선배는 나와 부딪치려다 실수로 내 옷에 국물을 쏟았는데, 정말 짜증 나. 이제 끝난 관계라는데 왜 이렇게 계속 괴롭히는 건지 모르겠어.",CLAUDE
성급한 판단,일반,"[여자/18세]
---
엄마가 오랫동안 연락이 되지 않아요. 오늘 교통사고라도 난 건 아닐까요? 무슨 일이 생긴 거 아닐까 걱정되네요. 다른 사고로 다치신 건 아니겠죠? 불안한 생각이 계속 드네요.",CLAUDE
성급한 판단,일반,"[여자/15세]
---
내 친구 ㅅ이 갑자기 내가 좋아하는 ㄱ이 ㄴ이 좋아한다고 말했어요. 혹시 거짓말일까? 걱정돼요. 혹시 내가 포기해야 할까요? 다른 친구들도 모르니까 더 걱정되네요.",CLAUDE
성급한 판단,일반,"[여자/17세]  
---  
체육 수업 중 새로운 친구가 등장했다. 외모를 보고 '저 사람은 나와 안 맞을 거야'라고 생각했다. 이럴 땐 마음속에서 계속 자기 합리화를 하며 후회가 밀려온다. 대체 왜 그리 쉽게 판단할까?",GPT
성급한 판단,일반,"[여자/15세]  
---  
반 배정이 엉망이라 친구가 없어요. 조용히 있으니 더 외로워요. 다가가면 애들이 왜 나한테 관심 가지는지 의심할 것 같아 불안해요. 하지만 그들이 나를 무시하지 않을까 걱정도 되고요.",GPT
성급한 판단,일반,"[여자/14세]  
---  
상대방과의 대화가 자연스럽지 않아 불안해. 너무 많은 생각을 하다 보니 그가 나에게 관심이 없는 걸까? 심지어 내가 좋아하는 걸 알면 어떻게 말할지 걱정이 돼. 정말 이대로 괜찮을까?",GPT
성급한 판단,일반,"[여자/16세]
---
그 친구가 나를 피하는 걸 보면 이제 우리는 영영 멀어졌나 봐. 어떤 일이 있었는지 정확히 알 수 없지만, 이미 시간이 오래되어 돌이킬 수 없을 것 같아. 다시 연락하면 더 피할까 봐 두렵다.",CLAUDE
성급한 판단,일반,"[여자/15세]  
---  
수업 후 친구와 말다툼이 있었어요. 제가 장난으로 웃었던 말이 상처가 됐나 봐요. 연락을 하려 해도 “그냥 고마워”로 끝나고, 1년 지나도 미안하고 보고 싶어 속이 시커멓게 타요.",GPT
성급한 판단,일반,"[여자/14]
---
설레는 마음으로 첫 중학교 수업에 들어갔지만, 모두 이미 친한 무리처럼 보였다.  혼자 앉아있는 나를 보며  저들은 나랑 절대 안 친해질 거라고 생각했다.  내가 먼저 말을 걸어도 소용없을 거야. 아무도 나와 친구가 되어주지 않을 거라는 불안감에 휩싸였다.
",GEMINI
성급한 판단,일반,"[여자/15]  
---  
내가 친하게 지내는 친구가 나를 배제하고, 다른 새로운 무리와 잘 어울리니 불안해. 그녀가 나에 대해 이야기할까 두렵고, 결국 내가 소외된 건 아닐까 생각이 들어 학교 가기 싫어.",GPT
성급한 판단,일반,"[여자/16세]
---
친구가 내게 A와 누군가 사귀는 걸 알려달라고 했지만, 그건 A의 비밀이라 말할 수 없었어. 그랬더니 친구가 화내며 내게 소문을 퍼뜨릴 것이라고 했어. 이제 친구와 멀어질까 걱정돼.",CLAUDE
성급한 판단,일반,"[여자/14세]  
---  
친구들과 밥 먹으러 갔는데, 다들 내 이야깃거리를 흘리고 나만 무시하는 것 같아요. 분명히 나를 싫어하게 된 거겠죠? 고백하려 했던 마음이 이제 더 아프고, 심한 외로움이 찾아와요.",GPT
성급한 판단,일반,"[여자/16세]
---
짝남이 나를 괜찮다고 했는데, 친구들이 계속 나를 놀리는 걸 보면 아마도 내가 마음에 들지 않는가 봐. 짝남이 싫다고 말했다면 친구들은 안전하게 그만둘 거야. 나는 무엇을 잘못했는지 모르겠어.",CLAUDE
성급한 판단,일반,"[여자/15]
---
인문고 합격 통지서를 받았지만, 기쁨도 잠시였다.  가수의 꿈은 이제 끝인가.  예고에 가지 않은 걸 후회하며,  실패할 가능성만 보였다.  노래 실력도 부족하고,  연습할 시간도 없을 테니까.  아마 꿈은 꿈으로 남을 거다.  다른 길을 찾아야겠지.
",GEMINI
성급한 판단,일반,"[여자/15세]  
---  
친구가 반이 달라지자, 내 소중한 친구가 나를 다른 친구들과 똑같이 여기고 있는 것 같아 슬펐다. 내가 모든 친구를 챙기다 보니 특별한 사람을 놓친 건 아닐까, 고민이 계속된다.",GPT
성급한 판단,일반,"[여자/15세]
---
친구가 또 약속을 어겼어. 매번 만나기로 했는데 당일날 늘 이런 핑계를 대. 나를 피하는 거 같아. 이럴 줄 알았어야 했는데, 이제는 그냥 안 믿어질 뿐이야.",CLAUDE
성급한 판단,일반,"[여자/16세]
---
이 성적으로는 대학 갈 수 없을 거야. 그냥 자퇴하고 검정고시에 올인하는 게 더 좋을 것 같아. 친구관계도 좋지 않은데, 이 학교에 있을 이유가 없어 보인다.",CLAUDE
성급한 판단,일반,"[여자/15세]
---
새로 전학 온 나. 친구들이 날 외면하는 것 같다. 점점 대화가 줄어들고 어색해지네. 이제 나는 고립된 존재가 되버린 걸까? 차라리 친구들이 없었으면 좋았을 것 같다.",CLAUDE
확대와 축소,추가,"[여자/16세]
---
모든 게 잘 풀리지 않아. 친구들이 나를 좋아하지 않는다고 생각하니 우울해져. 작은 실수에도 큰 문제라고 생각하고 최악의 상황만 떠올린다. 하지만 사실 대부분은 괜찮았는데도 긍정적인 부분은 좀처럼 보이지 않아.",Claude
확대와 축소,추가,"[여자/15]
---
걔네 몇몇이 나랑 걔 남자친구 썸 탔대.  내가 뺏었다고 소문내고 다녔어.  하찮은 썸이었는데, 마치 내가 세상을 다 뺏은 것처럼 굴어.  내 잘못이 아니지만, 난 망했어.  모든 게 끝장났어.  다시는 친구 못 사귈 것 같아.
",Gemini
확대와 축소,추가,"[여자/16세]
---
하루종일 또 실수를 했어. 아무리 노력해도 늘 뭔가 틀리는 것 같아. 이렇게 계속되면 내 실력이 너무 형편없다는 걸 모두가 알게 될 거야. 이런 나 자신이 정말 싫어.",Claude
확대와 축소,일반,"[여자/16세]
---
우리 집이 늘 싸움터라 집에 가는 것이 짜증나. 오늘 학원에 가지 않아서 부모님이 날 혼냈고, 화가 나서 동생에게 볼펜을 던졌는데 엄마가 맞았다. 이제 아빠가 오시면 또 내게 뭐라고 하실 거야. 나는 언제나 가족들의 표적이 된다.",CLAUDE
확대와 축소,추가,"[남자/17세]
---
마지막 수업, 친구들은 다 놀러 갔다.  내가 아프다는 핑계로 조퇴 신청을 했지만,  그것만으로는 부족하다.  단 한 시간의 결석이 전학 갈 만큼 큰일이 된 것 같다.  선생님의 차가운 시선, 친구들의 수근거림이 온 세상을 가득 채운다.  결국 나는 혼자 남았다.
",Gemini
확대와 축소,추가,"[여자/16세]  
---  
체육 수업에서 골을 넣지 못했어. 그래서 친구들이 나를 웃음거리로 만들 거라고 생각해. 나 하나의 실수가 모든 걸 망쳤다고 느껴져. 아마 다들 나를 무능한 애로 바라볼 거야.",GPT
확대와 축소,추가,"[여자/16세]  
---  
모든 친구들이 나를 싫어하는 것 같아요. 혼자서 점심을 먹는 건 내가 싫어서 그런 거겠죠. 다른 사람들은 항상 즐겁게 지내는데, 나는 그저 초라하게 느껴져요. 아무도 나를 도와주지 않을 거예요.",GPT
확대와 축소,추가,"[여자/18세]
---
세상이 다 나를 싫어하는 것 같아요. 면접에서 실수했어도 다들 날 무능하다고 생각할 거예요. 소프트웨어 회사에 입사하기는 어려울 것 같아요. 평생 이렇게 실패만 할 거에요.",Claude
확대와 축소,일반,"[여자/14]  
---  
친구들과의 대화가 재미없었어요. 모두 웃을 때, 저는 그저 무표정으로 있었죠. 아무리 재밌는 일을 해도 마음이 허전해요. 점점 세상과 멀어지는 기분이에요. 어떻게 해야 할까요?",GPT
확대와 축소,추가,"[여자/17]  
---  
헤어진 후 친구 따라 만남이 어색해졌어요. 예전엔 매일 연락했는데, 지금은 하루에 겨우 3번. 그가 나를 싫어하는 것 같아 고민이에요. 다시 사귄 건 실수 같고, 모든 게 어렵게만 느껴져요.",GPT
확대와 축소,일반,"[여자/17]
---
졸업 사진 촬영 날, 난 혼자였다.  친구들은 모두 다른 무리와 사진을 찍느라 바빴다.  엄마는 화려한 옷을 입고 다른 학부모들과 이야기 중이었다.  내 낡은 옷과 초라한 가방이 더욱 눈에 띄었다.  모두가 행복해 보였지만, 나는 숨 막힐 것 같았다.  이런 내 모습이 가족들에게 실망을 안겨줄까 봐 두려웠다.  모든 게 다 끔찍했다.
",GEMINI
확대와 축소,일반,"[여자/16세]
---
우리 반 남자애가 그 게임 링크 보냈는데, 거기서 좋아하는 사람 고르라고 하더라. 처음엔 아이돌이었는데, 결국 우리반 남자애 이름을 적고 말았어. 그런데 지금 그 남자애가 날 계속 놀려요. 정말 망한 것 같아...",CLAUDE
확대와 축소,추가,"[여자/17세]
--- 
수학 시험에서 한 실수가 큰 실패로 여겨져 앞으로의 모든 시험에서 낮은 점수를 받을 거라고 생각했다. 하지만 선생님께서 격려해주시며 작은 실수는 괜찮다고 말씀해주셨다.",Claude
확대와 축소,일반,"[여자/17세]
---
발표 수업 때문에 밤새 연습했는데, 망칠까 봐 불안해.  내 발표만 엉망이면 낙제할 것 같고, 친구들 눈에는 실망스러운 모습으로 비칠 거야.  결국 아무것도 못하고 쭈그러들겠지.  다른 애들은 잘할 텐데… 나만 안 될 거 같아.
",GEMINI
확대와 축소,추가,"[여자/16세]  
---  
친구들과의 대화 중, 갑자기 내가 언급한 취미가 무시당한 느낌이 들어. 이제 누군가 나와 가까워질 수 있을까? 작은 오해가 생길 거라고 생각하니, 모든 인간관계가 망가질 것 같아.",GPT
확대와 축소,일반,"[여자/17]  
---  
강원도에 사는 고등학교 2학년이다. 내가 다니는 학교는 좁고, 친구도 별로 없어 외로움이 깊어지고 있다. 경기도로 전학 가고 싶지만, 새로운 친구를 만들 수 있을지 두려워 무기력해진다.",GPT
확대와 축소,일반,"[여자/17]  
---  
수업 중 곁눈질로 친구들이 속삭이는 모습을 보며, 자신이 무시당하고 있다는 생각이 불쑥 머리를 스친다. 전학이 답이라는 희망을 품지만, 그마저도 불안한 마음에 계속 주저하게 된다.",GPT
확대와 축소,일반,"[여자/16세]
---
키가 작아 보여서 친구들이 저를 무시하는 것 같아요. 친구들과 비슷한데도 저만 작아 보인다니 너무 스트레스 받아요. 친구들 말에 너무 많이 신경 쓰게 되네요.",CLAUDE
확대와 축소,추가,"[여자/17세]
---
상담 선생님 말씀은 귓등으로 스치고, 자퇴 생각만 머릿속을 가득 채운다.  검정고시?  망하면 인생 끝장이야.  설령 된다 해도,  내 미래는 암울하기만 하다.  작은 실수가 엄청난 실패로 부풀어 오른다.
",Gemini
확대와 축소,추가,"[여자/17세]
---
방금 선생님께 혼났다.  내가 실수한 건 사소한데,  마치 내 인생 전체가 망한 것처럼 느껴진다.  모든 친구들이 나를 비웃을 거고,  결국 혼자 남을 거야.  작은 실수 하나가  세상의 끝인 것처럼.
",Gemini
확대와 축소,추가,"[여자/16세]
---
남자친구가 동생과 친해지지 않아.  내가 신경 쓰는 건 사소한 문제일 뿐인데,  마치 내 모든 노력이 무시당하는 것 같아.  결국 우리는 헤어질 거야.  내가 뭘 잘못했을까.  아무것도 아닌 일이 점점 커져 숨이 막혀.
",Gemini
확대와 축소,추가,"[여자/16세]  
---  
시험 준비 중 실수한 걸 생각하니, 다른 친구들은 내가 못하는 걸 다 아는 것 같아요. 나만 괜찮고 싶었지만, 그런 생각이 드니 정말 힘들어져요. 어떡하면 좋을까요?",GPT
확대와 축소,추가,"[여자/17]  
---  
친구들 앞에서 작은 실수를 하자, 이제 나를 모두 싫어할 것 같아. 그들은 나를 늘 완벽하게 기대하는 것 같고, 나는 그 기대를 충족시키지 못할까 두려워. 정말 괴로워.",GPT
확대와 축소,추가,"[여자/15]
---
축구부 오디션 떨어졌다.  하찮은 실수 하나 때문에 망쳤다고 생각해.  내 실력이 부족했던 건 아닐까?  모든 게 다 엉망이야.  앞으로 축구는 못하는 거겠지.  미래가 암담해.  결국 아무것도 이룰 수 없을 거야.
",Gemini
확대와 축소,일반,"[여자/15]  
---  
주말에 생일 파티를 준비했는데 갑자기 감기에 걸려버렸어요. 친구들이 오지 않을까 봐 망설여지고, 계획한 게임도 못 할까 걱정이에요. 다 망친 것 같아서 정말 우울해요.",GPT
확대와 축소,추가,"[여자/15]
---
시험 공부는 산더미인데, 잠깐 딴 생각에 빠진 게 계속 신경 쓰여.  작은 실수 하나가 모든 걸 망칠 것 같아.  결국 아무것도 못 할 거라는 생각에 벌써부터 불안해 미칠 것 같아.  망했어.  다 망했어.
",Gemini
확대와 축소,추가,"[남자/17세]  
---  
시험에서 실수를 하자, 내가 얼마나 무능한지 의심스러워졌다. 모두가 나를 비웃을 것 같아 두렵다. 다들 나를 환영하기보다는 거부할 거라는 생각이 나를 괴롭힌다.",GPT
확대와 축소,추가,"[여자/15세]  
---  
나는 꿈이 간호사니까 인문계고에 꼭 들어가야 해. 제발 떨어지지 않았으면 좋겠지만, 만약 떨어지면 정말 끝인 것 같아. 아무도 나를 도와주지 않을 것 같아 걱정이 돼.",GPT
확대와 축소,추가,"[여자/15]
---
친구 무리가 무서워졌어.  작은 실수에도 과하게 화내는 모습이 점점 커져 보여.  내가 잘못한 게 아니어도 괜히 내 탓인 것 같고,  다른 친구들도 나를 싫어할까 봐 걱정돼.  아무 말도 못하고 혼자 끙끙 앓는 내 모습이 초라해.  이 상황이 너무 커지고 있는 것 같아.
",Gemini
확대와 축소,추가,"[여자/15세]
---
운동을 잘하고 공부도 평균 이상이지만, 음악과 그림은 완전히 못한다. 나는 운동만 잘하는 무능력한 존재일 뿐이다. 다른 것들은 전부 실패할 거야.",Claude
확대와 축소,추가,"[여자/16]
---
시험 한 문제 틀렸다고,  전부 망친 것 같아.  내 성적은 바닥이고,  앞으로도 절대 나아지지 않을 거야.  살도 빼야 하는데,  한 끼만 먹었는데도  효과가 없을 것 같아.  헬스장 가도 소용없어.  나는 항상 실패할 거야.
",Gemini
확대와 축소,추가,"[남자/18]
---
학교에선 괜찮은데, 집에만 오면 작은 실수 하나에도 엄청난 실패처럼 느껴져. 방 청소 좀 덜 했을 뿐인데,  내 인생 전체가 엉망인 것 같아.  하찮은 일이 엄청난 문제로 부풀려지고, 좋은 일은 아무것도 아닌 것처럼 작아져 버려.
",Gemini
확대와 축소,추가,"[여자/17세]
---
반 친구들의 제안에 휩쓸려 봉사 동아리에 가입했어.  처음엔 재밌었지만, 실수 하나에 모든 게 망친 것 같아.  작은 실수가 엄청난 실패처럼 느껴지고,  칭찬은 무시하고 싶어.  내가 얼마나 부족한지, 모두에게 실망을 안겨줬다는 생각뿐이야.
",Gemini
확대와 축소,추가,"[남자/17]  
---  
방과 후, 수학 퀴즈에서 2점을 받은 나는 이제 더 이상 쓸모없는 사람이라고 느껴. 친구들이 나를 무능하다 생각할 거야. 나쁜 성적이 계속 이어질 것 같아, 그래서 진짜 실패자가 될까 두려워.",GPT
확대와 축소,추가,"[여자/17]
---
어깨동무는 우정의 시작인가, 혹은 일시적인 친절일까?  그 애의 장난은 나만을 위한 건 아닌데,  내겐 그저 작은 행동 하나하나가 전부인 것 같아.  나머지 반 친구들과의 관계는 더더욱 미지근하고,  결국 난 혼자인 거야.  아무것도 아닌 일에 마음이 무너져내린다.
",Gemini
확대와 축소,일반,"[여자/15]  
---  
수업 중 친구들과 작은 오해가 생겼고, 나중에 나에 대한 안 좋은 이야기들이 전해졌어요. 나는 매일 그 생각에 괴롭고, 과제도 잘 안 되고, 주변이 점점 멀어지는 것 같아 힘든 하루가 계속돼요.",GPT
확대와 축소,추가,"[여자/17세]
---
발표 후 작은 실수 하나에 모든 게 망했다는 생각이 들었다.  칭찬은 무시하고,  실수만 계속해서 떠올랐다.  숨이 가빠지고, 심장이 쿵쾅거렸다.  내 발표는 완벽해야 했는데,  모든 게 다 엉망이 되었다.  내 인생 최악의 순간이었다.
",Gemini
확대와 축소,추가,"[남자/16]  
---  
그녀에게 먼저 메시지를 보내는 게 너무 떨려. 만약 잘못해서 싫어하게 된다면, 내 모든 친구가 나를 보지 않게 될 거야. 이런 작은 순간에 내 인생이 달린 것 같아.",GPT
확대와 축소,추가,"[여자/16세]
---
입학 후 운동을 그만두면 전학을 가야 한다고 하더라. 그런데 다른 친구들은 전학 안 가도 된다는데, 나만 전학을 가야 하는 건 너무 불공평해. 계속 여기에 있고 싶은데 왜 굳이 갈 수밖에 없는지 도저히 이해할 수 없어.",Claude
확대와 축소,추가,"[여자/17세]
---
우리 반에는 진짜 친구가 한 명밖에 없어요. 고등학생이 되면 친구가 정말 많이 생길 거라고 생각했는데, 아직도 제 주위에는 별로 없네요. 내가 친구를 사귀는 능력이 너무 부족한 것일까요?",Claude
흑백 사고,추가,"[여자/16세]
---
운동해도 별로 차이가 없어요. 살은 전혀 빠지지 않아요. 지속적으로 노력했는데도 아무런 변화가 없으니 나는 포기해야 할 것 같아요. 다이어트는 어렵고 힘든 일이에요. 결국 실패하고 말 거예요.",Claude
흑백 사고,추가,"[여자/17]
---
전교 1등이었던 중학교와 달리, 외고 생활은 지옥이다.  모든 게 힘들다. 친구들과도 어색하고, 성적도 엉망이다.  예전의 나와는 완전히 다른 사람이 된 것 같다.  잘하고 있던 나,  즐거웠던 나, 그 모든 건 과거의 이야기일 뿐이다.  나는 실패자다.
",Gemini
흑백 사고,추가,"[여자/14세]
---
선생님이 오늘 발표를 잘했다고 말씀하셨지만, 그저 형식적인 말씀일 뿐이다. 내 연설이 완벽하지 않았으니 선생님도 날 실패자라고 생각하실 것이다. 이제 모든 게 끝났어.",Claude
흑백 사고,추가,"[남자/15세]  
---  
학교에선 친구들한테 무시당하고, 집에선 부모님이 나를 항상 잔소리해. 나쁜 일만 생기는 것 같아. 친구가 딱 한 번 나한테 웃어줬는데, 그게 그냥 잘못 본 거겠지. 다 내 잘못이야.",GPT
